"gene_symbol","n_diseases","mean_score","max_score","ensembl_id","entrez_id","uniprot_ids","protein_classes","diseases","total_pmids","mean_evidence","years_studied"
"SLC39A3",1,0.6,0.6,"ENSG00000141873",29985,"Q9BRY0","Transporter","Bipolar Disorders",1,1,"2012-2012"
"SLC6A12",1,0.6,0.6,"ENSG00000111181",6539,"P48065","Transporter","Schizophrenias",3,1,"2011-2014"
"SLC6A13",1,0.6,0.6,"ENSG00000010379",6540,"Q9NSD5","Transporter","Bipolar Disorders",1,1,"2010-2010"
"SLC7A10",1,0.6,0.6,"ENSG00000130876",56301,"Q9NS82","Transporter","Schizophrenias",1,0.5,"2008-2008"
"SLIT3",1,0.6,0.6,"ENSG00000184347",6586,"O75094","","Schizophrenias",1,1,"2004-2004"
"SNAP29",1,0.6,0.6,"ENSG00000099940",9342,"O95721","Transporter","Schizophrenias",1,1,"2001-2001"
"SND1",1,0.6,0.6,"ENSG00000197157",27044,"Q7KZF4; A0A140VK49","Transcription factor","Childhood autism",1,1,"2010-2010"
"SOX10",1,0.6,0.6,"ENSG00000100146",6663,"P56693","","Schizophrenias",5,0.777777777777778,"2007-2014"
"SOX3",1,0.6,0.6,"ENSG00000134595",6658,"P41225","Transcription factor","Childhood autism",1,1,"2021-2021"
"SP1",1,0.6,0.6,"ENSG00000185591",6667,"P08047","Nucleic acid binding","Schizophrenias",3,0.857142857142857,"2007-2013"
"ST6GALNAC1",1,0.6,0.6,"ENSG00000070526",55808,"Q9NSC7","","Schizophrenias",1,1,"2011-2011"
"STH",1,0.6,0.6,"ENSG00000256762",246744,"Q8IWL8","","Schizophrenias",1,1,"2012-2012"
"STK39",1,0.6,0.6,"ENSG00000198648",27347,"Q9UEW8","Kinase","Childhood autism",1,1,"2008-2008"
"STMN1",1,0.6,0.6,"ENSG00000117632",3925,"A0A140VJW2; P16949","","Depression",3,1,"2011-2013"
"STON2",1,0.6,0.6,"ENSG00000140022",85439,"Q8WXE9; H0YJ05; A0A3B3IU55","Extracellular structure","Schizophrenias",2,0.666666666666667,"2011-2013"
"SYNGR1",2,0.6,0.6,"ENSG00000100321",9145,"O43759","Transporter","Bipolar Disorders; Schizophrenias",6,1,"2004-2009"
"TAAR6",1,0.6,0.6,"ENSG00000146383",319100,"Q96RI8","G-protein coupled receptor","Bipolar Disorders",3,1,"2008-2010"
"TAP1",1,0.6,0.6,"ENSG00000168394",6890,"Q03518; B7Z7P4; X5CKB3; A0A0S2Z5A6","Transporter","Schizophrenias",1,1,"2009-2009"
"TAP2",1,0.6,0.6,"ENSG00000204267",6891,"Q5JNW1; Q9UP03; X5CMH5; Q03519","Transporter","Schizophrenias",1,0.5,"2014-2014"
"TF",2,0.6,0.6,"ENSG00000091513",7018,"A0PJA6; Q06AH7; P02787","","Schizophrenias; Childhood autism",2,0.9375,"2004-2008"
"TGM2",2,0.6,0.6,"ENSG00000198959",7052,"B4DIT7; P21980; V9HWG3; B4DTN7","Enzyme","Schizophrenias; Bipolar Disorders",4,1,"2009-2012"
"TNIK",1,0.6,0.6,"ENSG00000154310",23043,"Q9UKE5","Kinase","Schizophrenias",1,1,"2011-2011"
"TP53",1,0.6,0.6,"ENSG00000141510",7157,"A0A087WXZ1; A0A087X1Q1; P04637; A0A087WT22; Q53GA5; H2EHT1; K7PPA8","Transcription factor","Schizophrenias",1,0.9,"2008-2008"
"TPT1",1,0.6,0.6,"ENSG00000133112",7178,"A0A0B4J2C3; A0A0P1J1R0; P13693","Cellular structure","Schizophrenias",1,1,"2003-2003"
"TREM1",1,0.6,0.6,"ENSG00000124731",54210,"Q9NP99; Q38L15; K7EKM5","","Schizophrenias",2,1,"2011-2013"
"TRPC7",1,0.6,0.6,"ENSG00000069018",57113,"Q9HCX4","Ion channel","Bipolar Disorders",1,1,"2001-2001"
"TSNAX",1,0.6,0.6,"ENSG00000116918",7257,"Q99598","","Bipolar Disorders",3,0.6,"2005-2011"
"TSNAX-DISC1",2,0.6,0.6,"ENSG00000270106",100303453,"","","Schizophrenias; Bipolar Disorders",4,1,"2010-2012"
"TSPO",1,0.6,0.6,"ENSG00000100300",706,"P30536; O76068","","Bipolar Disorders",1,1,"2013-2013"
"TYR",1,0.6,0.6,"ENSG00000077498",7299,"L8B082; P14679","Enzyme","Schizophrenias",1,1,"2001-2001"
"ULK4",2,0.6,0.7,"ENSG00000168038",54986,"Q96C45","Kinase","Schizophrenias; Bipolar Disorders",4,1,"2011-2018"
"VDR",1,0.6,0.6,"ENSG00000111424",7421,"P11473; F1D8P8","Nuclear receptor","Bipolar Disorders",1,1,"2012-2012"
"VSNL1",1,0.6,0.6,"ENSG00000163032",7447,"P62760","","Schizophrenias",2,1,"2008-2011"
"XRCC1",1,0.6,0.6,"ENSG00000073050",7515,"Q59HH7; B2RCY5; P18887","","Schizophrenias",1,1,"2008-2008"
"XRCC4",1,0.6,0.6,"ENSG00000152422",7518,"Q7Z763; Q13426","","Schizophrenias",1,1,"2010-2010"
"ZMYND11",2,0.6,0.6,"ENSG00000015171",10771,"B7Z2J6; Q15326; Q5BJG6; Q5UGI2","","Childhood autism; Schizophrenias",1,0.75,"NA-NA"
"ZNF74",1,0.6,0.6,"ENSG00000185252",7625,"Q05BG0; Q16587; A8K5P3","","Schizophrenias",1,1,"2001-2001"
"CPLX1",3,0.583333333333333,0.65,"ENSG00000168993",10815,"O14810","","Depression; Schizophrenias; Bipolar Disorders",3,0.933333333333333,"2004-2007"
"CPLX2",3,0.583333333333333,0.7,"ENSG00000145920",10814,"Q6PUV4","","Schizophrenias; Depression; Bipolar Disorders",4,0.966666666666667,"2001-2010"
"KCNQ3",3,0.583333333333333,0.6,"ENSG00000184156",3786,"O43525","Ion channel","Bipolar Disorders; Childhood autism; Schizophrenias",2,0.833333333333333,"NA-NA"
"MAGI2",3,0.583333333333333,0.85,"ENSG00000187391",9863,"B7Z4H4; Q86UL8","","Schizophrenias; Bipolar Disorders; Anxiety Disorder",5,0.972222222222222,"2012-2015"
"TDO2",3,0.583333333333333,0.65,"ENSG00000151790",6999,"P48775","Enzyme","Bipolar Disorders; Schizophrenias; Childhood autism",7,0.785714285714286,"2004-2015"
"ADCY8",2,0.575,0.65,"ENSG00000155897",114,"P40145; Q4F7X0; A0A0K0K1K3","","Bipolar Disorders; Depression",3,1,"2008-2013"
"APC",2,0.575,0.6,"ENSG00000134982",324,"Q4LE70; P25054","","Schizophrenias; Childhood autism",3,1,"1994-2007"
"ARRB2",2,0.575,0.65,"ENSG00000141480",409,"Q59EM5; P32121; Q68DZ5; K7ENA6","Enzyme modulator","Depression; Bipolar Disorders",2,1,"2008-2008"
"BCL9",2,0.575,0.65,"ENSG00000116128",607,"O00512; Q1JQ81","","Schizophrenias; Bipolar Disorders",3,0.875,"2011-2013"
"CADPS2",2,0.575,0.65,"ENSG00000081803",93664,"B7ZM57; X5DNG0; Q86UW7","Calcium-binding protein","Childhood autism; Schizophrenias",2,0.916666666666667,"2007-2011"
"DCLK1",2,0.575,0.65,"ENSG00000133083",9201,"B7Z5K4; A0A9L9PXT2; O15075; Q5VZY9","Kinase","Schizophrenias; Bipolar Disorders",2,1,"2012-2012"
"DUSP6",2,0.575,0.6,"ENSG00000139318",1848,"Q16828; Q53GP9","","Bipolar Disorders; Depression",3,0.833333333333333,"2000-2007"
"GNB1L",2,0.575,0.65,"ENSG00000185838",54584,"Q9BYB4","","Schizophrenias; Bipolar Disorders",5,0.428571428571429,"2008-2012"
"HDAC4",2,0.575,0.6,"ENSG00000068024",9759,"P56524; A0A7I2SVS4","Epigenetic regulator","Schizophrenias; Depression",3,0.5,"2008-2010"
"HIF1A",2,0.575,0.65,"ENSG00000100644",3091,"D0VY79; Q16665","Transcription factor","Depression; Bipolar Disorders",2,1,"2013-2013"
"ND1",2,0.575,0.75,"",4535,"U5Z754; P03886","Enzyme","Bipolar Disorders; Attention Deficit Disorder with Hyperactivity",1,1,"NA-NA"
"PMCH",2,0.575,0.65,"ENSG00000183395",5367,"P20382","","Depression; Bipolar Disorders",2,1,"1994-2007"
"POLG",2,0.575,0.65,"ENSG00000140521",5428,"E5KNU5; P54098","Enzyme","Bipolar Disorders; Childhood autism",3,1,"2010-2021"
"SLC17A6",2,0.575,0.65,"ENSG00000091664",57084,"Q9P2U8","Transporter","Schizophrenias; Bipolar Disorders",4,1,"2009-2010"
"SLC1A6",2,0.575,0.65,"ENSG00000105143",6511,"B7Z7Q5; P48664","Transporter","Schizophrenias; Bipolar Disorders",2,0.9,"2002-2007"
"WNK3",2,0.575,0.65,"ENSG00000196632",65267,"Q9BYP7","Kinase","Schizophrenias; Childhood autism",2,0.9375,"2011-2021"
"DLX1",3,0.566666666666667,0.6,"ENSG00000144355",1745,"X5D2F9; P56177","Transcription factor","Schizophrenias; Childhood autism; Bipolar Disorders",3,1,"2003-2009"
"GABRA1",3,0.566666666666667,0.7,"ENSG00000022355",2554,"A8K177; P14867","Ion channel","Schizophrenias; Childhood autism; Bipolar Disorders",4,0.933333333333333,"2004-2011"
"GSK3A",3,0.566666666666667,0.65,"ENSG00000105723",2931,"P49840","Kinase","Schizophrenias; Bipolar Disorders; Depression",3,0.952380952380952,"2005-2010"
"MBD5",3,0.566666666666667,0.6,"ENSG00000204406",55777,"Q9P267","","Childhood autism; Schizophrenias; Bipolar Disorders",6,0.916666666666667,"2011-2021"
"ACTL6B",1,0.55,0.55,"ENSG00000077080",51412,"O94805","Cellular structure","Childhood autism",1,1,"2021-2021"
"ADCYAP1R1",1,0.55,0.55,"ENSG00000078549",117,"A0A090N8F8; A0A994J7E9; P41586","G-protein coupled receptor","Schizophrenias",1,1,"2007-2007"
"ADGRL1",1,0.55,0.55,"ENSG00000072071",22859,"O94910","G-protein coupled receptor","Attention Deficit Disorder with Hyperactivity",1,1,"2022-2022"
"ALOX12",2,0.55,0.6,"ENSG00000108839",239,"P18054","Enzyme","Schizophrenias; Bipolar Disorders",2,0.75,"2003-2010"
"BID",2,0.55,0.6,"ENSG00000015475",637,"P55957; A8ASI8; B3KT21; B2ZP79","","Schizophrenias; Bipolar Disorders",2,1,"2012-2012"
"CACNG5",2,0.55,0.6,"ENSG00000075429",27091,"Q9UF02","Ion channel","Schizophrenias; Bipolar Disorders",2,1,"2011-2011"
"CADM1",2,0.55,0.55,"ENSG00000182985",23705,"Q9BY67; A0A4Z1; X5DQS5; X5D8W0; X5DQR8; X5D7A8","","Childhood autism; Depression",2,1,"2008-2012"
"CBS",2,0.55,0.6,"ENSG00000160200",875,"P35520; B7Z2D6; Q9NTF0","Enzyme","Schizophrenias; Bipolar Disorders",2,1,"2009-2014"
"CCNA2",1,0.55,0.55,"ENSG00000145386",890,"P20248","Enzyme modulator","Schizophrenias",1,1,"2007-2007"
"CDC25C",1,0.55,0.55,"ENSG00000158402",995,"P30307; B4DX61","Enzyme","Schizophrenias",1,1,"2011-2011"
"CDK5R1",1,0.55,0.55,"ENSG00000176749",8851,"Q15078; Q8N619","Enzyme modulator","Schizophrenias",1,1,"2011-2011"
"CEACAM21",1,0.55,0.55,"ENSG00000007129",90273,"A0A0B4J1W4; A0A0G2JSC8; Q3KPI0","","Schizophrenias",1,1,"2012-2012"
"CHD1",1,0.55,0.55,"ENSG00000153922",1105,"O14646; B3KT33","","Childhood autism",1,1,"2021-2021"
"CKB",1,0.55,0.55,"ENSG00000166165",1152,"V9HWH2; P12277","Kinase","Schizophrenias",1,1,"2012-2012"
"DAZAP1",2,0.55,0.55,"ENSG00000071626",26528,"Q96EP5; A0A0S2Z569","","Bipolar Disorders; Schizophrenias",2,1,"2013-2013"
"DHCR24",1,0.55,0.55,"ENSG00000116133",1718,"Q15392","Enzyme","Schizophrenias",0,1,"NA-NA"
"DHX30",1,0.55,0.55,"ENSG00000132153",22907,"H7BXY3; Q7L2E3","Enzyme","Childhood autism",2,0.666666666666667,"2020-2021"
"DYM",1,0.55,0.55,"ENSG00000141627",54808,"Q7RTS9","","Schizophrenias",1,1,"2010-2010"
"EGR2",3,0.55,0.65,"ENSG00000122877",1959,"P11161","Nucleic acid binding","Schizophrenias; Bipolar Disorders; Childhood autism",4,0.944444444444444,"2009-2013"
"ESAM",1,0.55,0.55,"ENSG00000149564",90952,"Q96AP7","","Schizophrenias",1,1,"2011-2011"
"F2",1,0.55,0.55,"ENSG00000180210",2147,"P00734","","Schizophrenias",1,1,"2015-2015"
"FABP5",1,0.55,0.55,"ENSG00000164687",2171,"E7DVW5; Q01469","","Schizophrenias",1,1,"2014-2014"
"FBP1",1,0.55,0.55,"ENSG00000165140",2203,"P09467; Q2TU34","Enzyme","Schizophrenias",1,1,"2008-2008"
"FBXL3",1,0.55,0.55,"ENSG00000005812",26224,"Q9UKT7","","Bipolar Disorders",1,1,"2012-2012"
"FEV",1,0.55,0.55,"ENSG00000163497",54738,"Q99581","Transcription factor","Depression",1,1,"2013-2013"
"GABRA3",3,0.55,0.7,"ENSG00000011677",2556,"P34903","Ion channel","Bipolar Disorders; Depression; Childhood autism",7,1,"1989-2010"
"GATA1",1,0.55,0.55,"ENSG00000102145",2623,"P15976","","Depression",0,1,"NA-NA"
"GJA8",1,0.55,0.55,"ENSG00000121634",2703,"X5D7G1; P48165","Cell-cell junction","Schizophrenias",1,1,"2007-2007"
"GRID2",1,0.55,0.55,"ENSG00000152208",2895,"O43424","Ion channel","Schizophrenias",2,1,"2011-2018"
"HCN1",1,0.55,0.55,"ENSG00000164588",348980,"Q86WJ6; O60741","Ion channel","Depression",1,1,"2012-2012"
"HHAT",1,0.55,0.55,"ENSG00000054392",55733,"B7Z5N1; Q5VTY9","Enzyme","Schizophrenias",1,1,"2013-2013"
"HOMER2",1,0.55,0.55,"ENSG00000103942",9455,"Q9NSB8","","Schizophrenias",1,1,"2010-2010"
"HTR1D",2,0.55,0.6,"ENSG00000179546",3352,"P28221","G-protein coupled receptor","Childhood autism; Disorders, Obsessive-Compulsive",2,1,"1999-2009"
"IMPACT",1,0.55,0.55,"ENSG00000154059",55364,"Q9P2X3","","Bipolar Disorders",1,1,"2001-2001"
"ITGA8",1,0.55,0.55,"ENSG00000077943",8516,"B4DN28; P53708","","Schizophrenias",1,1,"2013-2013"
"ITGAM",2,0.55,0.6,"ENSG00000169896",3684,"P11215","","Schizophrenias; Bipolar Disorders",2,1,"2010-2013"
"ITSN1",1,0.55,0.55,"ENSG00000205726",6453,"A7XZY7; Q15811; F8W7U0; Q6PD56","Enzyme modulator","Childhood autism",2,1,"2021-2022"
"KCTD12",2,0.55,0.55,"ENSG00000178695",115207,"Q96CX2; A0A140VJM4","Enzyme modulator","Bipolar Disorders; Schizophrenias",2,1,"2015-2015"
"KIT",1,0.55,0.55,"ENSG00000157404",3815,"P10721","Kinase","Schizophrenias",0,1,"NA-NA"
"KMT2E",1,0.55,0.55,"ENSG00000005483",55904,"Q8IZD2","","Childhood autism",0,1,"NA-NA"
"LAMA2",1,0.55,0.55,"ENSG00000196569",3908,"Q59H37; P24043","Enzyme modulator","Schizophrenias",2,1,"2011-2012"
"LDHA",2,0.55,0.6,"ENSG00000134333",3939,"V9HWB9; P00338","Enzyme","Depression; Bipolar Disorders",2,1,"2013-2013"
"LIF",1,0.55,0.55,"ENSG00000128342",3976,"P15018","Signaling","Depression",1,1,"2004-2004"
"LMOD2",1,0.55,0.55,"ENSG00000170807",442721,"Q6P5Q4","Cellular structure","Schizophrenias",1,1,"2009-2009"
"LMX1A",1,0.55,0.55,"ENSG00000162761",4009,"Q8TE12","Nucleic acid binding","Schizophrenias",1,1,"2010-2010"
"MANEA",1,0.55,0.55,"ENSG00000172469",79694,"Q5SRI9","","Anxiety Disorder",0,1,"NA-NA"
"MBNL1",1,0.55,0.55,"ENSG00000152601",4154,"Q86VM6; Q9NR56","Nucleic acid binding","Schizophrenias",1,0,"2007-2007"
"MCHR2",2,0.55,0.6,"ENSG00000152034",84539,"Q969V1","G-protein coupled receptor","Bipolar Disorders; Schizophrenias",3,1,"2009-2010"
"MDGA1",2,0.55,0.6,"ENSG00000112139",266727,"Q8NFP4","","Schizophrenias; Bipolar Disorders",3,1,"2008-2011"
"MIR206",2,0.55,0.6,"ENSG00000207604",406989,"","","Schizophrenias; Bipolar Disorders",2,1,"2007-2014"
"MLC1",2,0.55,0.6,"ENSG00000100427",23209,"Q15049","Ion channel","Schizophrenias; Bipolar Disorders",3,0.857142857142857,"2005-2007"
"NFASC",1,0.55,0.55,"ENSG00000163531",23114,"O94856; B4DRH7","","Schizophrenias",1,1,"2010-2010"
"NPAS2",4,0.55,0.6,"ENSG00000170485",4862,"Q99743; A2I2P5","","Schizophrenias; Bipolar Disorders; Childhood autism; Depression",8,1,"2006-2014"
"NUFIP2",1,0.55,0.55,"ENSG00000108256",57532,"Q7Z417","","Schizophrenias",1,1,"2013-2013"
"PACS1",2,0.55,0.7,"ENSG00000175115",55690,"Q6VY07","","Bipolar Disorders; Schizophrenias",1,1,"NA-NA"
"PALB2",1,0.55,0.55,"ENSG00000083093",79728,"Q86YC2","","Bipolar Disorders",1,1,"2010-2010"
"PC",1,0.55,0.55,"ENSG00000173599",5091,"P11498","","Bipolar Disorders",1,1,"2019-2019"
"PCDH10",1,0.55,0.55,"ENSG00000138650",57575,"Q9P2E7; X5D999; Q9NSR3","","Childhood autism",1,1,"2008-2008"
"PCDH17",1,0.55,0.55,"ENSG00000118946",27253,"O14917","","Schizophrenias",1,1,"2007-2007"
"PDE1B",1,0.55,0.55,"ENSG00000123360",5153,"B4DK72; B3KX78; Q01064; Q7Z364","","Depression",1,1,"2007-2007"
"PECAM1",1,0.55,0.55,"ENSG00000261371",5175,"P16284","Cell adhesion","Childhood autism",1,0.5,"2007-2007"
"PIP4K2C",2,0.55,0.6,"ENSG00000166908",79837,"B3KQV3; Q8TBX8","Kinase","Schizophrenias; Bipolar Disorders",3,1,"2005-2006"
"PLLP",1,0.55,0.55,"ENSG00000102934",51090,"Q9Y342","Ion channel","Schizophrenias",1,1,"2004-2004"
"PPID",1,0.55,0.55,"ENSG00000171497",5481,"Q08752; E5KN55","","Bipolar Disorders",1,1,"2010-2010"
"RERE",1,0.55,0.55,"ENSG00000142599",473,"Q9P2R6","","Childhood autism",1,1,"2021-2021"
"RETREG2",1,0.55,0.55,"ENSG00000144567",79137,"Q8NC44; B3KR51","","Schizophrenias",1,1,"2013-2013"
"RNF41",1,0.55,0.55,"ENSG00000181852",10193,"Q9H4P4","","Bipolar Disorders",1,1,"2009-2009"
"SBNO1",1,0.55,0.55,"ENSG00000139697",55206,"A3KN83","Enzyme","Schizophrenias",1,1,"2011-2011"
"SEC24C",1,0.55,0.55,"ENSG00000176986",9632,"P53992","Transporter","Bipolar Disorders",1,1,"2011-2011"
"SHMT1",1,0.55,0.55,"ENSG00000176974",6470,"P34896","Enzyme","Schizophrenias",1,1,"2010-2010"
"SLC9A3",1,0.55,0.55,"ENSG00000066230",6550,"P48764","Transporter","Schizophrenias",0,1,"NA-NA"
"SOCS2",1,0.55,0.55,"ENSG00000120833",8835,"O14508","Enzyme modulator","Schizophrenias",1,1,"2015-2015"
"SOX5",1,0.55,0.55,"ENSG00000134532",6660,"P35711; T2CYZ2; F5H0I3","","Schizophrenias",1,1,"2014-2014"
"SRD5A1",1,0.55,0.55,"ENSG00000145545",6715,"B7Z4D8; P18405","Enzyme","Depression",1,1,"2004-2004"
"SRPX2",1,0.55,0.55,"ENSG00000102359",27286,"O60687","","Childhood autism",1,1,"2021-2021"
"STK33",1,0.55,0.55,"ENSG00000130413",65975,"B4DDH2; Q9BYT3; F8WAK5; B3KS39","Kinase","Depression",0,1,"NA-NA"
"THSD7A",1,0.55,0.55,"ENSG00000005108",221981,"Q9UPZ6","Extracellular structure","Bipolar Disorders",1,1,"2019-2019"
"TMEM245",1,0.55,0.55,"ENSG00000106771",23731,"H7C0G1; Q9H330","","Schizophrenias",1,1,"2013-2013"
"TMLHE",2,0.55,0.7,"ENSG00000185973",55217,"Q9NVH6","","Childhood autism; Schizophrenias",2,1,"NA-NA"
"TPI1",1,0.55,0.55,"ENSG00000111669",7167,"Q53HE2; V9HWK1; P60174","Enzyme","Schizophrenias",1,1,"2012-2012"
"TSPAN8",2,0.55,0.6,"ENSG00000127324",7103,"P19075","","Bipolar Disorders; Schizophrenias",2,1,"2010-2010"
"UCP2",2,0.55,0.6,"ENSG00000175567",7351,"P55851","Transporter","Schizophrenias; Bipolar Disorders",3,0.166666666666667,"2007-2011"
"UNC13A",1,0.55,0.55,"ENSG00000130477",23025,"Q9UPW8","","Childhood autism",3,1,"2011-2021"
"VWA8",1,0.55,0.55,"ENSG00000102763",23078,"A3KMH1","","Childhood autism",1,1,"2010-2010"
"XIRP2",1,0.55,0.55,"ENSG00000163092",129446,"A4UGR9","Cellular structure","Depression",0,1,"NA-NA"
"DKK4",3,0.533333333333333,0.6,"ENSG00000104371",27121,"Q9UBT3","","Schizophrenias; Bipolar Disorders; Depression",3,1,"2008-2009"
"PLA2G6",3,0.533333333333333,0.7,"ENSG00000184381",8398,"O60733","Enzyme modulator","Schizophrenias; Bipolar Disorders; Childhood autism",3,1,"2004-2021"
"PRKCI",3,0.533333333333333,0.65,"ENSG00000163558",5584,"P41743","Kinase","Bipolar Disorders; Depression; Childhood autism",4,1,"2009-2012"
"ADCY7",2,0.525,0.65,"ENSG00000121281",113,"Q86YI0; P51828; F5H4D1; B3KSJ0","","Depression; Schizophrenias",2,1,"2011-2012"
"CACNA1A",2,0.525,0.6,"ENSG00000141837",773,"O00555; B5TYJ1; Q9NS89; A0A087WW63","Ion channel","Bipolar Disorders; Attention Deficit Disorder with Hyperactivity",1,1,"NA-NA"
"HDAC5",2,0.525,0.6,"ENSG00000108840",10014,"Q9UQL6","Epigenetic regulator","Depression; Bipolar Disorders",2,1,"2006-2019"
"HRAS",2,0.525,0.6,"ENSG00000174775",3265,"P01112; X5D945","Enzyme modulator","Childhood autism; Disorders, Obsessive-Compulsive",1,1,"NA-NA"
"KMT2A",2,0.525,0.6,"ENSG00000118058",4297,"Q03164; E9PR05","","Schizophrenias; Childhood autism",3,1,"2007-2021"
"MC4R",2,0.525,0.65,"ENSG00000166603",4160,"P32245","G-protein coupled receptor","Depression; Schizophrenias",2,1,"NA-NA"
"PCDH15",2,0.525,0.65,"ENSG00000150275",65217,"A2A3E6; E7EM53; A0A087WZN9; A2A3E8; A2A3E7; A0A087WTR6; A9Z1W1; Q96QU1; A2A3D8; A0A087X1T6","","Schizophrenias; Childhood autism",5,0.9,"2011-2021"
"RAI1",2,0.525,0.65,"ENSG00000108557",10743,"Q7Z5J4","Transcription factor","Schizophrenias; Anxiety Disorder",2,1,"2003-2008"
"TRANK1",2,0.525,0.65,"ENSG00000168016",9881,"A0A2R8YEM9; O15050","","Bipolar Disorders; Childhood autism",2,1,"2019-2021"
"ACADS",1,0.5,0.5,"ENSG00000122971",35,"E5KSD5; B4DUH1; E9PE82; P16219","","Bipolar Disorders",1,1,"2014-2014"
"ACADSB",1,0.5,0.5,"ENSG00000196177",36,"P45954; A0A0S2Z3P9","","Childhood autism",1,1,"2007-2007"
"ACSL4",1,0.5,0.5,"ENSG00000068366",2182,"O60488; Q8TAF6","Enzyme","Depression",1,1,"2004-2004"
"ADAM12",1,0.5,0.5,"ENSG00000148848",8038,"Q5JRP2; A8K6G4; O43184","Enzyme","Schizophrenias",1,1,"2010-2010"
"ADAMTS12",1,0.5,0.5,"ENSG00000151388",81792,"P58397; D6REX0","Enzyme","Schizophrenias",1,1,"2012-2012"
"ADCY3",1,0.5,0.5,"ENSG00000138031",109,"O60266; B7ZLX9; A0A0A0MSC1","","Bipolar Disorders",1,1,"2012-2012"
"ADRA2C",1,0.5,0.5,"ENSG00000184160",152,"Q4W594; P18825","G-protein coupled receptor","Bipolar Disorders",1,1,"1994-1994"
"AFG1L",1,0.5,0.5,"ENSG00000135537",246269,"Q8WV93","","Bipolar Disorders",1,1,"2010-2010"
"AGAP1",1,0.5,0.5,"ENSG00000157985",116987,"B2RZG9; Q9UPQ3","","Childhood autism",1,1,"2005-2005"
"AKAP10",1,0.5,0.5,"ENSG00000108599",11216,"E7EMD6; A0A0S2Z4Z7; O43572","","Bipolar Disorders",1,1,"2011-2011"
"AKT2",1,0.5,0.5,"ENSG00000105221",208,"P31751; B4DG79","Kinase","Bipolar Disorders",1,1,"2010-2010"
"ALDH3A1",1,0.5,0.5,"ENSG00000108602",218,"I3L3I9; P30838; Q6PKA6","","Schizophrenias",1,1,"2004-2004"
"AMPD1",1,0.5,0.5,"ENSG00000116748",270,"P23109","Enzyme","Childhood autism",2,1,"2015-2021"
"APBA2",1,0.5,0.5,"ENSG00000034053",321,"Q59G28; Q99767","Transporter","Schizophrenias",1,1,"2008-2008"
"APOL4",1,0.5,0.5,"ENSG00000100336",80832,"Q9BPW4","Transporter","Schizophrenias",0,NA,"NA-NA"
"ARHGAP32",1,0.5,0.5,"ENSG00000134909",9743,"Q86T64; A7KAX9","","Schizophrenias",1,1,"2012-2012"
"ARHGEF10",2,0.5,0.5,"ENSG00000104728",9639,"O15013","Enzyme","Depression; Bipolar Disorders",2,1,"2009-2009"
"ARID1B",1,0.5,0.5,"ENSG00000049618",57492,"Q8NFD5","","Schizophrenias",0,1,"NA-NA"
"ASIC2",1,0.5,0.5,"ENSG00000108684",40,"Q16515","Ion channel","Childhood autism",1,0,"2007-2007"
"ATF5",1,0.5,0.5,"ENSG00000169136",22809,"Q9Y2D1","","Bipolar Disorders",1,1,"2007-2007"
"ATP1A1",1,0.5,0.5,"ENSG00000163399",476,"P05023","Transporter","Bipolar Disorders",1,1,"1998-1998"
"ATXN2",1,0.5,0.5,"ENSG00000204842",6311,"Q99700; F8VQP2; Q2M2R5","Nucleic acid binding","Schizophrenias",1,1,"2014-2014"
"BPTF",1,0.5,0.5,"ENSG00000171634",2186,"J3QQK4; Q12830","","Childhood autism",1,1,"2021-2021"
"BRAP",1,0.5,0.5,"ENSG00000089234",8315,"Q59H81; Q7Z569","","Schizophrenias",1,1,"2014-2014"
"BRCA2",1,0.5,0.5,"ENSG00000139618",675,"P51587","Nucleic acid binding","Bipolar Disorders",1,1,"2010-2010"
"BTBD9",1,0.5,0.5,"ENSG00000183826",114781,"Q96Q07","","Schizophrenias",1,1,"2013-2013"
"BTC",1,0.5,0.5,"ENSG00000174808",685,"A0A0S2Z3I5; A0A0S2Z437; P35070","","Schizophrenias",1,1,"2010-2010"
"BTG1",1,0.5,0.5,"ENSG00000133639",694,"P62324; Q6IBC8","","Schizophrenias",1,1,"2005-2005"
"C14orf28",1,0.5,0.5,"ENSG00000179476",122525,"Q4W4Y0","","Bipolar Disorders",1,1,"2011-2011"
"C1QB",1,0.5,0.5,"ENSG00000173369",713,"A0A024RAB9; P02746","","Schizophrenias",1,1,"2011-2011"
"CACNA1F",1,0.5,0.5,"ENSG00000102001",778,"O60840","Ion channel","Schizophrenias",1,1,"2006-2006"
"CALCA",1,0.5,0.5,"ENSG00000110680",796,"P06881; P01258","Signaling","Childhood autism",1,1,"2001-2001"
"CALR",1,0.5,0.5,"ENSG00000179218",811,"V9HW88; P27797","Calcium-binding protein","Bipolar Disorders",1,1,"2009-2009"
"CASP8",1,0.5,0.5,"ENSG00000064012",841,"Q14790","Enzyme","Bipolar Disorders",1,1,"2001-2001"
"CCDC86",1,0.5,0.5,"ENSG00000110104",79080,"Q9H6F5","","Schizophrenias",1,1,"2013-2013"
"CDC42EP3",1,0.5,0.5,"ENSG00000163171",10602,"Q9UKI2","","Schizophrenias",1,1,"2010-2010"
"CDKN1C",1,0.5,0.5,"ENSG00000129757",1028,"P49918","","Schizophrenias",1,1,"2008-2008"
"CGNL1",1,0.5,0.5,"ENSG00000128849",84952,"Q0VF96","","Schizophrenias",1,1,"2014-2014"
