"gene_symbol","geneid","ensemblid","geneNcbiType","uniprotids","protein_class_name","disease_name","diseaseType","diseaseUMLSCUI","score","yearInitial","yearFinal","numPMIDs","evidence_index"
"VSNL1",7447,"ENSG00000163032","protein-coding","P62760","","Schizophrenias","disease","C0036341",0.6,2008,2011,2,1
"SLC30A3",7781,"ENSG00000115194","protein-coding","Q99726; B4DXX8","Transporter","Schizophrenias","disease","C0036341",0.6,2014,2014,1,1
"DLGAP1",9229,"ENSG00000170579","protein-coding","O14490; B7Z2J5; Q6IS01; A8MXQ8; A0A0A0MTP4","Receptor","Schizophrenias","disease","C0036341",0.6,2003,2003,1,1
"MICB",4277,"ENSG00000204516","protein-coding","B7Z8M1; Q29980; F5H7Q8; A0A7D9H7X8; A0A0G2JHB5; B4DUT9","","Schizophrenias","disease","C0036341",0.6,2007,2007,1,1
"ATM",472,"ENSG00000149311","protein-coding","Q13315","Kinase","Schizophrenias","disease","C0036341",0.6,2008,2008,1,1
"NDUFV1",4723,"ENSG00000167792","protein-coding","E5KNH5; P49821","","Schizophrenias","disease","C0036341",0.6,2007,2007,1,1
"PSEN2",5664,"ENSG00000143801","protein-coding","P49810","Enzyme","Schizophrenias","disease","C0036341",0.6,2009,2013,3,1
"CDC42SE2",56990,"ENSG00000158985","protein-coding","Q9NRR3","","Schizophrenias","disease","C0036341",0.6,2006,2011,2,1
"DPP10",57628,"ENSG00000175497","protein-coding","B4DKB5; Q8N608; Q0GLB9; Q0GLB7; B2RCJ8","Enzyme","Schizophrenias","disease","C0036341",0.6,2011,2018,2,1
"CACNG8",59283,"ENSG00000142408","protein-coding","Q8WXS5","Ion channel","Schizophrenias","disease","C0036341",0.6,2013,2013,1,1
"CTXN3",613212,"ENSG00000205279","protein-coding","Q4LDR2","","Schizophrenias","disease","C0036341",0.6,2012,2012,1,1
"RB1CC1",9821,"ENSG00000023287","protein-coding","Q8TDY2","","Schizophrenias","disease","C0036341",0.6,2011,2011,1,1
"MLC1",23209,"ENSG00000100427","protein-coding","Q15049","Ion channel","Schizophrenias","disease","C0036341",0.6,2005,2007,2,0.714285714285714
"ALOX12",239,"ENSG00000108839","protein-coding","P18054","Enzyme","Schizophrenias","disease","C0036341",0.6,2010,2010,1,0.5
"GCH1",2643,"ENSG00000131979","protein-coding","P30793; Q8IZH9","Enzyme","Schizophrenias","disease","C0036341",0.6,2014,2014,1,1
"GCLC",2729,"ENSG00000001084","protein-coding","E1CEI4; Q14TF0; P48506","Enzyme","Schizophrenias","disease","C0036341",0.6,2007,2007,1,1
"MCHR1",2847,"ENSG00000128285","protein-coding","Q99705","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.6,2006,2012,3,1
"GRIA3",2892,"ENSG00000125675","protein-coding","Q17R51; Q5XKG2; P42263","Ion channel","Schizophrenias","disease","C0036341",0.6,2008,2013,2,1
"APC",324,"ENSG00000134982","protein-coding","Q4LE70; P25054","","Schizophrenias","disease","C0036341",0.6,2005,2005,1,1
"ICAM1",3383,"ENSG00000090339","protein-coding","P05362; A0A384MEK5","","Schizophrenias","disease","C0036341",0.6,2005,2005,1,0.888888888888889
"ITGAM",3684,"ENSG00000169896","protein-coding","P11215","","Schizophrenias","disease","C0036341",0.6,2013,2013,1,1
"KPNA3",3839,"ENSG00000102753","protein-coding","O00505","Transporter","Schizophrenias","disease","C0036341",0.6,2005,2012,3,1
"MIR17",406952,"ENSG00000284536","ncRNA","","","Schizophrenias","disease","C0036341",0.6,2012,2012,1,0.5
"MIR206",406989,"ENSG00000207604","ncRNA","","","Schizophrenias","disease","C0036341",0.6,2007,2007,1,1
"TSNAX-DISC1",100303453,"ENSG00000270106","ncRNA","","","Schizophrenias","disease","C0036341",0.6,2010,2012,2,1
"PEMT",10400,"ENSG00000133027","protein-coding","Q9UBM1","","Schizophrenias","disease","C0036341",0.6,2007,2007,1,0.5
"CHGA",1113,"ENSG00000100604","protein-coding","Q86T07; P10645; G5E968","","Schizophrenias","disease","C0036341",0.6,2006,2006,1,0.666666666666667
"MAPK14",1432,"ENSG00000112062","protein-coding","Q16539; B4E0K5; L7RSM2","Kinase","Schizophrenias","disease","C0036341",0.6,2008,2008,1,1
"CYP2E1",1571,"ENSG00000130649","protein-coding","P05181","","Schizophrenias","disease","C0036341",0.6,2012,2012,1,0.5
"ABCA1",19,"ENSG00000165029","protein-coding","O95477; B2RUU2; B7XCW9","Transporter","Schizophrenias","disease","C0036341",0.6,2011,2011,1,1
"HTR3D",200909,"ENSG00000186090","protein-coding","F6WC43; Q70Z44","Ion channel","Schizophrenias","disease","C0036341",0.6,2010,2010,1,1
"ERBB4",2066,"ENSG00000178568","protein-coding","Q15303","Kinase","Bipolar Disorders","disease","C0005586",0.6,2007,2014,5,0.875
"TSPO",706,"ENSG00000100300","protein-coding","P30536; O76068","","Bipolar Disorders","disease","C0005586",0.6,2013,2013,1,1
"GAD1",2571,"ENSG00000128683","protein-coding","A0A0S2Z3V5; Q99259; Q8IVA8","Enzyme","Anxiety Disorder","disease","C0003469",0.6,NA,NA,0,0.857142857142857
"AR",367,"ENSG00000169083","protein-coding","Q9NUA2; A0A087WUX9; F1D8N5; G4VV16; P10275","","Childhood autism","disease","C0004352",0.6,2009,2009,1,0.8
"MC1R",4157,"ENSG00000258839","protein-coding","Q1JUL4; Q01726","G-protein coupled receptor","Depression","disease","C0011570",0.6,2011,2011,1,1
"HSP90B1",7184,"ENSG00000166598","protein-coding","V9HWP2; P14625","Chaperone","Bipolar Disorders","disease","C0005586",0.6,2007,2009,3,1
"GC",2638,"ENSG00000145321","protein-coding","P02774","","Schizophrenias","disease","C0036341",0.6,2015,2015,1,1
"DRD3",1814,"ENSG00000151577","protein-coding","X5D2G4; E9PCM4; A1A4V4; P35462; A8K8E4","G-protein coupled receptor","Childhood autism","disease","C0004352",0.6,2009,2009,1,1
"ADM",133,"ENSG00000148926","protein-coding","P35318","Signaling","Bipolar Disorders","disease","C0005586",0.6,2004,2013,3,0.666666666666667
"ASMT",438,"ENSG00000292336; ENSG00000196433","protein-coding","X5D784; P46597","","Depression","disease","C0011570",0.6,2012,2014,2,1
"BCHE",590,"ENSG00000114200","protein-coding","P06276","","Bipolar Disorders","disease","C0005586",0.6,1985,1985,1,1
"HCAR3",8843,"ENSG00000255398","protein-coding","P49019","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.6,2009,2009,1,1
"MED12",9968,"ENSG00000184634","protein-coding","Q93074","Transcription factor","Depression","disease","C0011570",0.6,2000,2002,2,1
"PCLO",27445,"ENSG00000186472","protein-coding","Q9Y6V0","","Depression","disease","C0011570",0.6,2011,2014,3,1
"LDHA",3939,"ENSG00000134333","protein-coding","V9HWB9; P00338","Enzyme","Depression","disease","C0011570",0.6,2013,2013,1,1
"PITX1",5307,"ENSG00000069011","protein-coding","X5D9A5; P78337","","Childhood autism","disease","C0004352",0.6,2007,2007,1,1
"MBD3",53615,"ENSG00000071655","protein-coding","O95983","","Childhood autism","disease","C0004352",0.6,2010,2010,1,1
"PON1",5444,"ENSG00000005421","protein-coding","P27169","","Childhood autism","disease","C0004352",0.6,2005,2012,3,0.25
"MBD5",55777,"ENSG00000204406","protein-coding","Q9P267","","Childhood autism","disease","C0004352",0.6,2011,2021,3,1
"PGP",283871,"ENSG00000184207","protein-coding","A6NDG6","Enzyme","Bipolar Disorders","disease","C0005586",0.6,1993,1995,2,1
"GRIK1",2897,"ENSG00000171189","protein-coding","P39086; E9PD61; E7EPY9; B7Z3V7; B7Z256; E7ENK3","Ion channel","Bipolar Disorders","disease","C0005586",0.6,2009,2009,1,0.666666666666667
"SLC39A3",29985,"ENSG00000141873","protein-coding","Q9BRY0","Transporter","Bipolar Disorders","disease","C0005586",0.6,2012,2012,1,1
"HLA-G",3135,"ENSG00000204632","protein-coding","Q31611; P17693; Q6DU14","","Bipolar Disorders","disease","C0005586",0.6,2013,2013,1,1
"HTR4",3360,"ENSG00000164270","protein-coding","A0A2D3FAF9; Q13639","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.6,2002,2002,1,1
"APOD",347,"ENSG00000189058","protein-coding","P05090","","Bipolar Disorders","disease","C0005586",0.6,2003,2003,1,0.666666666666667
"IGFBP2",3485,"ENSG00000115457","protein-coding","P18065; C9JMY1","Enzyme modulator","Bipolar Disorders","disease","C0005586",0.6,2005,2007,2,0.75
"KCNQ2",3785,"ENSG00000075043","protein-coding","Q53Y30; O43526","Ion channel","Bipolar Disorders","disease","C0005586",0.6,2007,2007,1,1
"ATP1A2",477,"ENSG00000018625","protein-coding","P50993; A0A0S2Z3W6","Transporter","Bipolar Disorders","disease","C0005586",0.6,2009,2009,1,0.666666666666667
"NOS3",4846,"ENSG00000164867","protein-coding","P29474; A0S0A6","","Bipolar Disorders","disease","C0005586",0.6,2006,2006,1,0.833333333333333
"PIK3C3",5289,"ENSG00000078142","protein-coding","A8MYT4; Q8NEB9; B4DPV9","Kinase","Bipolar Disorders","disease","C0005586",0.6,2004,2004,1,1
"PIP4K2A",5305,"ENSG00000150867","protein-coding","P48426","Kinase","Bipolar Disorders","disease","C0005586",0.6,2005,2007,2,0.75
"PLA2G2A",5320,"ENSG00000188257","protein-coding","P14555","Enzyme","Bipolar Disorders","disease","C0005586",0.6,2011,2011,1,0.5
"PLA2G4A",5321,"ENSG00000116711","protein-coding","B4DZI4; P47712","Enzyme","Bipolar Disorders","disease","C0005586",0.6,2011,2011,1,0.5
"PPARD",5467,"ENSG00000112033","protein-coding","F1D8S7; Q03181","Nuclear receptor","Bipolar Disorders","disease","C0005586",0.6,2008,2008,1,0.8
"GPRC5D",55507,"ENSG00000111291","protein-coding","Q9NZD1","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.6,2005,2010,3,1
"SLC1A2",6506,"ENSG00000110436","protein-coding","A2A2U1; P43004; A0A2R8Y860; A0A2R8YFE3; A0A2U3TZS7","Transporter","Bipolar Disorders","disease","C0005586",0.6,2002,2014,4,1
"SLC1A3",6507,"ENSG00000079215","protein-coding","A0A087X0U3; B4DF14; P43003; Q8N169; Q7Z5T0; A0A087WT87","Transporter","Bipolar Disorders","disease","C0005586",0.6,2002,2002,1,1
"SOD2",6648,"ENSG00000291237","protein-coding","Q96AM7; Q9UG59; A0A384NL29; G5E9P6; P04179","Enzyme","Bipolar Disorders","disease","C0005586",0.6,2010,2011,2,1
"TGM2",7052,"ENSG00000198959","protein-coding","P21980; B4DIT7; B4DTN7; V9HWG3","Enzyme","Bipolar Disorders","disease","C0005586",0.6,2011,2012,2,1
"TSPAN8",7103,"ENSG00000127324","protein-coding","P19075","","Bipolar Disorders","disease","C0005586",0.6,2010,2010,1,1
"TSNAX-DISC1",100303453,"ENSG00000270106","ncRNA","","","Bipolar Disorders","disease","C0005586",0.6,2010,2012,2,1
"GLYAT",10249,"ENSG00000149124","protein-coding","A0A384P5E3; Q6IB77","","Bipolar Disorders","disease","C0005586",0.6,2012,2012,1,1
"KLK8",11202,"ENSG00000129455","protein-coding","O60259; A0A0A0MQY9","Enzyme","Bipolar Disorders","disease","C0005586",0.6,2008,2008,1,1
"PROKR2",128674,"ENSG00000101292","protein-coding","Q8NFJ6; A8K1T0","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.6,2009,2010,2,1
"DLG3",1741,"ENSG00000082458","protein-coding","Q59FY1; Q92796","","Bipolar Disorders","disease","C0005586",0.6,2004,2008,4,0.75
"DSCAM",1826,"ENSG00000171587","protein-coding","O60469","","Bipolar Disorders","disease","C0005586",0.6,2008,2008,1,1
"EGR2",1959,"ENSG00000122877","protein-coding","P11161","Nucleic acid binding","Bipolar Disorders","disease","C0005586",0.6,2012,2013,2,1
"ZMYND11",10771,"ENSG00000015171","protein-coding","B7Z2J6; Q15326; Q5BJG6; Q5UGI2","","Childhood autism","disease","C0004352",0.6,2014,2014,1,1
"DDX3X",1654,"ENSG00000215301","protein-coding","A0A2R8YFS5; O00571","","Childhood autism","disease","C0004352",0.6,2021,2021,1,1
"DIPK2A",205428,"ENSG00000181744","protein-coding","B3KTD4; Q8NDZ4","","Childhood autism","disease","C0004352",0.6,2008,2008,1,1
"SND1",27044,"ENSG00000197157","protein-coding","Q7KZF4; A0A140VK49","Transcription factor","Childhood autism","disease","C0004352",0.6,2010,2010,1,1
"GSTP1",2950,"ENSG00000084207","protein-coding","P09211; V9HWE9","","Childhood autism","disease","C0004352",0.6,2007,2007,1,0.75
"IL4",3565,"ENSG00000113520","protein-coding","D4HNR6; Q5FC01; P05112","","Childhood autism","disease","C0004352",0.6,2006,2006,1,0.666666666666667
"NRCAM",4897,"ENSG00000091129","protein-coding","C9JYY6; B7Z670; Q14CA1; Q92823","","Childhood autism","disease","C0004352",0.6,2006,2009,2,0.75
"NTF4",4909,"ENSG00000225950","protein-coding","P34130","Signaling","Childhood autism","disease","C0004352",0.6,2001,2006,2,1
"BHLHE41",79365,"ENSG00000123095","protein-coding","Q9C0J9; Q8TAT1","Transcription factor","Bipolar Disorders","disease","C0005586",0.6,2010,2010,1,0.666666666666667
"CALM2",805,"ENSG00000143933","protein-coding","P0DP23; B4DJ51; P0DP24; P0DP25; Q96HY3","","Bipolar Disorders","disease","C0005586",0.6,2006,2013,2,1
"MCHR2",84539,"ENSG00000152034","protein-coding","Q969V1","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.6,2009,2010,2,1
"HIP1R",9026,"ENSG00000130787","protein-coding","O75146; B3KQW8; B4DPL0","Cellular structure","Bipolar Disorders","disease","C0005586",0.6,2004,2007,2,1
"ERDA1",9030,"","other","","","Bipolar Disorders","disease","C0005586",0.6,2000,2002,2,0.5
"NDST3",9348,"ENSG00000164100","protein-coding","O95803","","Bipolar Disorders","disease","C0005586",0.6,2013,2013,1,0.5
"ETNPPL",64850,"ENSG00000164089","protein-coding","E7ENR6; Q8TBG4; B7Z224","","Schizophrenias","disease","C0036341",0.6,2008,2012,2,1
"SOX10",6663,"ENSG00000100146","protein-coding","P56693","","Schizophrenias","disease","C0036341",0.6,2007,2014,5,0.777777777777778
"TF",7018,"ENSG00000091513","protein-coding","A0PJA6; Q06AH7; P02787","","Schizophrenias","disease","C0036341",0.6,2008,2008,1,0.875
"TP53",7157,"ENSG00000141510","protein-coding","A0A087WXZ1; A0A087X1Q1; P04637; A0A087WT22; Q53GA5; H2EHT1; K7PPA8","Transcription factor","Schizophrenias","disease","C0036341",0.6,2008,2008,1,0.9
"XBP1",7494,"ENSG00000100219","protein-coding","P17861","","Schizophrenias","disease","C0036341",0.6,2004,2004,1,0.666666666666667
"XRCC1",7515,"ENSG00000073050","protein-coding","Q59HH7; B2RCY5; P18887","","Schizophrenias","disease","C0036341",0.6,2008,2008,1,1
"ESS2",8220,"ENSG00000100056","protein-coding","Q96DF8; F8WEF8","","Schizophrenias","disease","C0036341",0.6,2002,2006,2,1
"STON2",85439,"ENSG00000140022","protein-coding","Q8WXE9; H0YJ05; A0A3B3IU55","Extracellular structure","Schizophrenias","disease","C0036341",0.6,2011,2013,2,0.666666666666667
"HDAC3",8841,"ENSG00000171720","protein-coding","O15379","Epigenetic regulator","Schizophrenias","disease","C0036341",0.6,2008,2014,4,0.833333333333333
"PHOX2B",8929,"ENSG00000109132","protein-coding","Q99453","","Schizophrenias","disease","C0036341",0.6,2004,2011,2,0.75
"SYNGR1",9145,"ENSG00000100321","protein-coding","O43759","Transporter","Schizophrenias","disease","C0036341",0.6,2004,2009,5,1
"MAGI1",9223,"ENSG00000151276","protein-coding","Q96QZ7","","Schizophrenias","disease","C0036341",0.6,2012,2012,1,1
"NDST3",9348,"ENSG00000164100","protein-coding","O95803","","Schizophrenias","disease","C0036341",0.6,2013,2014,2,0.5
"NQO2",4835,"ENSG00000124588","protein-coding","Q5TD07; B3KPX6; P16083","","Schizophrenias","disease","C0036341",0.6,2003,2003,1,1
"PDE4D",5144,"ENSG00000113448","protein-coding","Q08499; A0A140VJR0","","Schizophrenias","disease","C0036341",0.6,2009,2009,1,1
"ACP1",52,"ENSG00000143727","protein-coding","P24666; Q59EH3; A0A140VK37","","Schizophrenias","disease","C0036341",0.6,2012,2012,1,0.833333333333333
"PHB1",5245,"ENSG00000167085","protein-coding","Q53FV0; P35232; A8K401","","Schizophrenias","disease","C0036341",0.6,2008,2008,1,1
"TREM1",54210,"ENSG00000124731","protein-coding","Q9NP99; Q38L15; K7EKM5","","Schizophrenias","disease","C0036341",0.6,2011,2013,2,1
"MBD5",55777,"ENSG00000204406","protein-coding","Q9P267","","Schizophrenias","disease","C0036341",0.6,2011,2018,2,0.75
"PTEN",5728,"ENSG00000171862","protein-coding","F6KD01; P60484","Enzyme","Schizophrenias","disease","C0036341",0.6,NA,NA,0,0.75
"DDHD2",23259,"ENSG00000085788","protein-coding","B3KPM6; O94830","Enzyme","Schizophrenias","disease","C0036341",0.6,2021,2021,1,1
"GABRA6",2559,"ENSG00000145863","protein-coding","Q16445","Ion channel","Schizophrenias","disease","C0036341",0.6,2008,2008,1,0.8
"GSN",2934,"ENSG00000148180","protein-coding","A0A384MEF1; B7Z4U6; A0A0A0MS51; A0A0A0MT01; P06396","Cellular structure","Schizophrenias","disease","C0036341",0.6,2004,2004,1,1
"H2AX",3014,"ENSG00000188486","protein-coding","P16104","Nucleic acid binding","Schizophrenias","disease","C0036341",0.6,2012,2012,1,1
"HCRTR1",3061,"ENSG00000121764","protein-coding","O43613; A6NMV7","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.6,2005,2007,2,0.666666666666667
"IL3RA",3563,"ENSG00000292332; ENSG00000185291","protein-coding","P26951","Signaling","Schizophrenias","disease","C0036341",0.6,2007,2009,3,1
"KDR",3791,"ENSG00000128052","protein-coding","P35968","Kinase","Schizophrenias","disease","C0036341",0.6,2011,2011,1,1
"BLOC1S3",388552,"ENSG00000189114","protein-coding","Q6QNY0","","Schizophrenias","disease","C0036341",0.6,2008,2008,1,1
"LASP1",3927,"ENSG00000002834","protein-coding","Q14847; B4DIC4","","Schizophrenias","disease","C0036341",0.6,2013,2013,1,0.8
"RANBP9",10048,"ENSG00000010017","protein-coding","Q96S59","Transporter","Schizophrenias","disease","C0036341",0.6,2015,2015,1,1
"GPHN",10243,"ENSG00000171723","protein-coding","Q9NQX3","","Schizophrenias","disease","C0036341",0.6,NA,NA,0,1
"PRSS16",10279,"ENSG00000112812","protein-coding","F2Z2N5; Q9NQE7","Enzyme","Schizophrenias","disease","C0036341",0.6,2012,2012,1,0.666666666666667
"ZMYND11",10771,"ENSG00000015171","protein-coding","B7Z2J6; Q15326; Q5UGI2; Q5BJG6","","Schizophrenias","disease","C0036341",0.6,NA,NA,0,0.5
"CCR5",1234,"ENSG00000160791","protein-coding","Q38L21; P51681","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.6,2006,2006,1,1
"ADORA1",134,"ENSG00000163485","protein-coding","P30542","G-protein coupled receptor","Schizophrenias","disease","C0036341",0.6,2009,2009,1,1
"CSF2RB",1439,"ENSG00000100368","protein-coding","Q6NSJ8; P32927","Receptor","Schizophrenias","disease","C0036341",0.6,2008,2011,3,1
"ELAVL2",1993,"ENSG00000107105","protein-coding","A0A0A0MRX1; Q12926","","Schizophrenias","disease","C0036341",0.6,2011,2011,1,1
"HTR1B",3351,"ENSG00000135312","protein-coding","X5D7I5; P28222; A8K215","G-protein coupled receptor","Bipolar Disorders","disease","C0005586",0.6,2004,2004,1,1
"LIFR",3977,"ENSG00000113594","protein-coding","P42702; A8K1Z4","Signaling","Schizophrenias","disease","C0036341",0.6,2012,2012,1,1
"SLC18A1",6570,"ENSG00000036565","protein-coding","P54219; Q96GL6","Transporter","Depression","disease","C0011570",0.6,2009,2009,1,1
"ADRB2",154,"ENSG00000169252","protein-coding","X5DQM5; P07550","G-protein coupled receptor","Childhood autism","disease","C0004352",0.6,2007,2007,1,0.8
"SLC18A2",6571,"ENSG00000165646","protein-coding","Q05940","Transporter","Bipolar Disorders","disease","C0005586",0.6,2006,2008,3,1
"RARA",5914,"ENSG00000131759","protein-coding","A8K840; A8MUP8; F1D8N9; P10276; Q6I9R7","Nuclear receptor","Schizophrenias","disease","C0036341",0.6,2005,2013,2,0.666666666666667
"ANK2",287,"ENSG00000145362","protein-coding","Q01484","","Childhood autism","disease","C0004352",0.6,2021,2021,1,0.833333333333333
"ADA",100,"ENSG00000196839","protein-coding","A0A0S2Z381; P00813; F5GWI4","Enzyme","Childhood autism","disease","C0004352",0.6,2001,2001,1,1
"GRIK1",2897,"ENSG00000171189","protein-coding","E7ENK3; P39086; E9PD61; B7Z256; E7EPY9; B7Z3V7","Ion channel","Schizophrenias","disease","C0036341",0.6,2005,2005,1,0.833333333333333
"DRD1",1812,"ENSG00000184845","protein-coding","P21728","G-protein coupled receptor","Childhood autism","disease","C0004352",0.6,2008,2008,1,0.666666666666667
"TF",7018,"ENSG00000091513","protein-coding","P02787; A0PJA6; Q06AH7","","Childhood autism","disease","C0004352",0.6,2004,2004,1,1
"CHRNB3",1142,"ENSG00000147432","protein-coding","Q05901","Ion channel","Depression","disease","C0011570",0.6,2009,2009,1,1
"KCNB1",3745,"ENSG00000158445","protein-coding","Q14721","Ion channel","Schizophrenias","disease","C0036341",0.6,2016,2016,1,1
"SERPINE1",5054,"ENSG00000106366","protein-coding","P05121","Enzyme modulator","Childhood autism","disease","C0004352",0.6,2008,2008,1,1
"SIN3A",25942,"ENSG00000169375","protein-coding","Q96ST3","Enzyme","Childhood autism","disease","C0004352",0.6,2021,2021,1,1
"PTPRT",11122,"ENSG00000196090","protein-coding","O14522; A0A075B6H0","Enzyme","Schizophrenias","disease","C0036341",0.6,2011,2018,2,1
